userId,movieId,rating,timestamp
552,97,4.0,843325101
405,6947,4.0,1097769079
587,7840,4.0,1112205888
242,1422,4.0,956686019
119,1089,4.0,952581199
69,934,5.0,1348153757
212,4823,3.0,1227937025
461,141,2.0,1090907982
452,2502,3.0,1067732063
77,1653,3.5,1163277597
509,534,4.0,939340253
513,595,4.0,843771811
641,165,4.0,834636246
185,296,3.0,1003524153
268,4886,4.5,1314894768
530,647,4.0,879014936
17,4437,5.0,1127469334
496,805,4.0,843218303
165,322,4.5,1111609877
396,327,3.0,834998807
32,158,3.0,834828318
607,440,4.0,1144790507
398,1073,3.0,978406997
564,452,4.0,974714878
199,546,0.5,1214653017
23,5971,4.5,1148728488
384,153,3.0,1153157953
550,780,3.0,943372422
494,2788,4.5,1342747655
564,1257,3.0,974713920
294,1073,4.0,1047072227
400,296,5.0,840205051
652,1573,3.5,1439490039
383,704,3.0,852809832
556,586,4.0,842019864
654,2791,4.5,1145390525
52,1639,1.0,1231770503
26,63,0.5,1351544773
279,339,3.0,838231354
623,527,4.5,1225256584
371,115210,4.0,1462745107
509,595,3.0,1093295652
505,141,3.0,1340413719
353,1391,2.0,1111666098
391,1643,5.0,891534455
410,260,4.5,1434057911
4,153,4.0,949811346
120,587,3.5,1125523111
194,500,3.0,848098339
380,1923,5.0,949371402
34,1254,5.0,973748587
529,475,5.0,1385070155
505,110,2.5,1340410027
265,913,5.0,960056005
496,252,4.0,834059999
155,2011,2.0,943350250
417,8984,4.5,1112587107
460,592,3.5,1072837098
102,994,4.0,956591420
441,1552,2.5,1055173947
547,161,1.0,1021100453
398,2140,4.0,978407208
120,457,3.5,1125523032
46,73,5.0,1366389910
32,592,4.0,834828059
460,1090,3.5,1072837060
422,3114,4.0,980859650
358,1701,4.0,957480287
468,5139,3.0,1296191564
111,2770,1.0,1097429213
514,596,4.0,853894362
434,923,5.0,886374286
56,1073,4.0,1467005708
582,2054,1.0,1122167252
330,110,4.0,948575949
112,95,3.0,852720866
47,165,4.0,832228859
139,1653,3.5,1066860612
570,2959,3.0,1475783757
7,780,3.0,851866703
605,1968,3.0,980175656
15,7451,3.5,1416119705
514,613,4.0,853895135
216,4886,4.5,1095792290
564,335,3.0,974714599
460,913,4.0,1072836061
13,587,3.0,1331380851
462,2108,3.0,1115312743
463,2028,4.0,1049912948
296,833,4.5,1298158960
113,140,5.0,844884853
487,288,3.0,832836352
487,186,3.0,832836492
461,339,2.5,1090907955
220,824,3.0,970498121
232,466,3.0,955086058
386,342,3.0,1047028529
361,671,4.0,864051563
130,6947,3.0,1138998783
311,4972,3.5,1080681455
236,364,3.0,1109968579
148,1909,3.5,1059604016
126,252,3.0,833286577
15,175,4.0,1166587180
529,616,4.0,960052735
212,8665,4.0,1218404767
93,377,4.5,1304991695
584,110,5.0,1271762454
195,1923,4.0,976288931
430,4886,5.0,1172908353
585,954,4.0,975365053
201,1653,4.0,1110498253
321,1892,2.0,939399420
665,454,3.0,995233759
22,1255,4.0,1131663479
48,1923,3.5,1319744666
134,2288,3.5,1361245203
646,260,5.0,953448040
119,480,4.0,913048721
15,193,1.0,1193435347
102,802,3.0,957895047
444,3176,3.0,975088310
605,2163,3.0,980174990
567,2959,5.0,1436823313
388,2067,4.0,946510028
535,293,4.0,838631433
644,2108,5.0,944934198
294,3536,4.5,1055278564
607,329,3.5,1113319794
267,260,4.5,1175984069
124,266,3.0,1147861437
41,196,3.0,1107100488
452,475,5.0,976419844
664,318,4.5,1343731695
358,2252,4.0,957480804
130,1954,4.0,1139002614
504,1909,2.0,904376903
69,2028,4.5,1366831268
405,4995,4.5,1061359935
26,780,3.5,1360088024
195,3638,3.0,975418810
159,497,3.5,1183519707
632,780,4.0,1263871096
212,56339,4.0,1218409130
306,1885,4.0,946499206
617,1485,4.0,944893804
509,762,1.0,940016432
564,595,4.0,974713031
168,252,3.0,848879090
195,2616,3.0,975418973
4,2020,4.0,949811738
262,175,5.0,1434026421
312,608,5.0,959932532
516,5,3.0,844687485
519,2395,4.5,1468927281
232,2539,3.0,955091364
517,590,5.0,846449856
391,1249,4.0,891533396
349,480,4.0,1019266191
502,235,4.0,861322482
466,954,5.0,945140415
306,786,2.0,956081997
560,586,4.0,1452848698
500,1073,2.5,1228921142
243,1246,4.0,1094220827
471,4148,4.5,1239657857
30,765,3.0,951009383
394,592,3.5,1298378754
220,3536,3.0,979595514
574,1573,3.5,1232810558
616,832,5.0,860573066
235,805,4.0,1111557865
366,2642,2.5,1306282660
405,4806,4.0,1061360229
140,364,4.0,1398069877
4,858,5.0,949779022
292,318,5.0,1140051038
361,1367,5.0,864051494
213,1367,1.5,1462639084
350,3175,2.0,1004548587
615,6,3.5,1463685875
463,4886,4.0,1049913411
73,457,4.0,1261572758
527,593,3.5,1281233610
447,216,1.0,832493335
330,595,4.0,948576914
240,597,3.0,1098943250
500,551,3.0,1228963167
483,8874,4.0,1465387409
287,8961,5.0,1469161136
534,2539,2.0,973377241
542,329,4.0,1424965248
247,833,3.0,953362750
18,17,4.0,856006886
177,288,3.0,907381132
262,306,3.0,1433899556
380,1090,5.0,994728493
19,898,5.0,855192178
514,260,5.0,853893832
311,2000,4.0,1080681666
311,379,3.0,898007989
575,910,5.0,1012595721
577,588,4.0,1111475203
547,919,5.0,974809870
99,918,5.0,938588010
649,172,3.0,834424930
15,3981,1.0,1033344924
2,457,3.0,835355511
423,8984,2.0,1353700759
568,377,5.0,835002363
111,551,1.0,1097430889
73,296,5.0,1255502790
358,1257,2.0,957480541
345,1641,4.0,1106864687
43,2321,4.0,974768632
452,1949,4.0,1002940225
72,296,4.0,1461778730
46,1359,4.5,1366389877
15,2011,3.0,1044219825
392,2567,2.0,1226176936
629,587,5.0,841414132
431,832,3.0,1136308727
19,916,5.0,855192773
595,318,4.0,965076996
555,802,1.0,857380223
662,455,4.0,839022638
607,1265,4.5,1113406374
518,13,5.0,945369411
564,320,3.0,974844545
665,1911,4.0,1046966927
75,2959,3.5,1143048746
521,1909,3.0,1370072048
30,2355,5.0,948166591
575,1090,3.0,1012604530
30,782,3.0,945276900
426,1721,4.0,1310374199
319,380,3.0,834759389
128,3489,4.0,1049685256
624,1641,4.0,1019127396
311,6537,3.0,1061927515
461,2502,4.0,1091959050
61,5971,5.0,1217175952
94,1777,2.5,1291781044
348,574,5.0,960838990
342,260,4.0,945123389
560,778,3.5,1452849438
124,4011,3.0,1147861760
381,832,4.0,1018683212
388,322,4.0,946528365
297,1968,3.0,1318705960
247,2334,3.0,953272186
518,1552,4.0,945368494
597,898,4.0,940707703
86,11,1.0,848159306
389,318,5.0,829492316
355,380,3.5,1130105599
30,3537,4.0,957566237
624,3101,3.0,1019142324
434,1266,5.0,886374784
247,671,2.0,953361200
624,507,3.0,1019123928
547,1280,4.5,1072253880
442,266,4.5,1227969287
73,849,3.5,1255500962
462,104,4.5,1115312685
332,158,0.5,1147971452
30,235,4.0,945114746
232,1965,5.0,955090612
350,1580,4.0,1026761387
559,1262,5.0,903143929
200,2671,3.0,1438019826
259,608,4.0,949949132
509,5956,3.5,1093279835
638,1378,4.0,1307558438
30,227,2.0,945279013
339,110,4.5,1446663189
569,922,5.0,965070547
504,2058,5.0,904376847
608,457,3.0,939362460
199,260,5.0,1240236363
257,5971,4.5,1338008328
74,104,4.0,942703730
312,1653,4.0,959939065
185,24,4.0,1019787401
551,587,4.0,843274154
487,22,5.0,832836661
580,674,3.5,1217951064
527,590,3.5,1281233638
537,500,2.0,879507007
15,2268,1.0,1093070270
119,919,5.0,945993179
624,8665,3.5,1091273400
292,454,4.0,1140051142
550,2616,3.0,959487179
119,227,2.0,913232929
472,2300,5.0,958950180
34,1103,4.0,973748111
509,2161,2.0,940014855
344,587,3.0,850727384
615,8961,4.0,1425504785
574,8874,3.5,1232810632
249,153,2.0,839461338
355,6537,3.0,1138731891
212,5,2.5,1218955060
134,2054,3.0,1361245975
439,4643,4.0,1041114491
387,902,4.0,974681984
389,231,1.0,829492316
242,95,4.0,956684660
214,1092,4.0,978131748
587,909,4.0,1112055609
177,1968,5.0,907516093
15,95,1.5,1093028331
30,2605,4.0,945118833
23,6537,3.0,1148730486
474,909,4.0,976163962
346,4232,5.0,1044651740
236,7090,3.5,1109968100
18,260,3.0,856007075
17,247,2.0,1127471027
423,4226,4.5,1353690453
232,2640,5.0,955086927
664,1265,4.0,1343746638
79,2640,2.5,1182995057
358,898,5.0,957479102
589,590,4.0,836109171
125,780,3.0,1269734068
439,235,4.0,1041114934
470,261,3.5,1232976195
460,1968,4.5,1072837329
575,594,3.0,1012594748
292,1968,5.0,1140049974
457,3033,2.5,1471386161
383,25,2.0,852806430
577,1641,4.5,1127368635
65,1956,3.0,945149834
472,1777,3.0,944321404
39,76,3.0,832523411
212,1947,4.0,1218403035
30,508,5.0,945122127
471,2124,3.5,1239659790
388,2109,4.0,946523662
451,581,5.0,980447432
62,260,4.0,1451176940
116,231,5.0,1163454716
537,334,4.0,879502404
605,926,4.0,980174659
617,2355,3.0,944893703
346,2657,2.0,1044651008
197,3877,4.0,975429248
152,1265,4.0,1335947847
654,608,4.0,1145389444
423,1573,3.5,1353700586
292,261,4.0,1140816665
294,8999,4.0,1106701573
205,260,3.0,1442136902
667,350,3.0,847271573
598,17,2.0,1009415293
294,1381,4.0,1047071532
574,3082,2.5,1232915008
130,500,3.5,1138999276
547,7219,4.0,1084237819
388,1378,4.0,946509801
558,4226,5.0,1000653692
99,2085,3.0,938624708
259,2268,5.0,949949333
625,4638,3.5,1452828343
564,765,2.0,974837886
338,17,4.0,841656668
519,2502,4.5,1469927131
136,588,4.5,1405977300
624,339,3.0,1104840673
185,1690,3.0,1003523716
342,2395,3.0,945122874
564,2114,3.0,974715698
121,165,3.0,833058390
94,1089,2.5,1291780484
547,6620,2.5,1099106625
608,2110,3.0,958825073
561,466,4.0,1172735067
86,35,4.0,848160169
582,2114,2.5,1122167810
575,935,3.0,1012594876
346,2046,4.0,1044650881
464,296,5.0,829912558
306,2657,4.0,939900951
669,913,5.0,1015829525
388,150,4.5,1097625220
292,1961,5.0,1140051242
423,1729,5.0,1353692080
460,2291,4.0,1072835954
150,1429,3.5,1116308716
136,586,3.5,1405977381
268,111,3.0,1314894641
510,1089,5.0,944346844
285,919,3.0,965542185
62,85414,4.0,1451707852
564,574,3.0,974715454
505,903,3.5,1340405066
61,2054,2.5,1216051756
25,780,4.0,859625180
508,350,3.0,844376276
47,288,4.0,832228979
57,1278,5.0,907765902
613,858,5.0,1208297869
75,1272,4.0,1143048849
294,1968,3.5,1062537061
241,235,4.0,847339757
192,551,1.0,843634056
283,8966,4.5,1125935620
645,277,3.5,1053420036
564,1407,4.0,974708857
461,919,3.5,1090907904
125,150,4.5,1269734153
311,2313,3.0,1076969310
19,547,4.0,855194419
88,380,2.0,1239763826
431,1954,4.0,1140455038
306,1957,5.0,939814893
258,3549,4.0,955313286
83,480,3.5,1156205241
380,6957,5.0,1073452487
505,953,4.0,1340405722
213,15,3.0,1462635671
431,912,4.0,1165546952
284,1359,1.0,853879296
420,1394,2.0,892821976
514,380,3.0,853896990
605,940,5.0,980174525
421,261,3.0,835170381
63,1372,3.0,1076324009
448,260,5.0,1444761426
30,1370,4.0,945277207
502,745,5.0,861302338
102,1124,4.0,957894532
442,592,4.5,1227920028
295,8665,3.5,1112544876
575,1721,1.0,1018057964
56,160,2.0,1467004905
564,1255,4.0,974708918
603,231,2.0,868482315
547,2757,3.0,994874556
73,8810,2.0,1255843862
131,4031,2.0,992232012
176,595,4.0,1341001312
56,441,4.0,1469033808
193,277,4.0,971215478
605,648,4.0,980174247
344,1272,4.0,850727663
242,1729,5.0,956685503
629,480,2.0,841414087
510,3090,3.0,948183184
516,338,3.0,844687606
353,708,2.0,1114172662
654,3638,3.5,1145393941
457,296,5.0,1471383370
472,246,5.0,939049553
284,782,3.0,853879340
452,830,3.0,976423075
387,919,5.0,974682415
551,595,3.0,843274005
505,4327,3.0,1340405941
68,780,3.5,1249809424
620,260,4.0,1455532809
259,1246,5.0,949948995
311,4351,3.5,1076969681
509,345,1.0,939343145
75,161,4.0,1143049641
344,329,3.0,850728412
15,3543,2.0,1033344752
452,1639,1.5,1133735553
187,1653,3.0,1241225002
505,1267,3.0,1340405178
452,2023,4.0,976418975
517,185,5.0,846449928
297,2300,4.0,1318703085
184,180,3.0,833525271
19,266,1.0,855194773
36,216,3.0,847057385
327,1722,4.0,1225364079
373,2395,5.0,938978380
596,441,3.5,1138729874
465,858,5.0,1170653592
468,457,3.5,1296195518
564,1272,4.0,974712401
461,1954,3.5,1090908464
497,1259,4.0,940364481
393,187,3.5,1058472448
219,788,4.0,974496453
2,588,3.0,835355441
67,288,4.0,854713176
578,381,2.5,1418984960
514,594,4.0,853894362
196,454,4.0,959223784
358,2023,1.0,957534648
452,252,3.0,976422801
15,153,1.0,1128274517
317,150,4.0,847633374
368,920,3.0,962591583
445,296,4.5,1360005902
396,594,3.0,834998901
187,2269,3.0,1241931401
405,1961,4.0,1097696580
596,8665,2.0,1138705144
15,2769,2.0,997937762
110,381,4.0,840100796
191,110,3.0,839925631
148,1653,4.0,1059603970
588,253,2.0,842298158
303,2000,2.0,1299489514
312,1734,5.0,959933985
232,164,5.0,955086305
587,3089,3.5,1111363212
7,207,3.0,851868705
487,218,4.0,832836661
102,1103,4.0,956591762
509,176,3.0,946276073
624,150,3.0,1019137611
537,1249,4.0,879502786
39,338,3.0,832525157
143,173,2.0,1149648223
596,2064,4.0,1142089063
644,608,5.0,944934043
564,13,4.0,974790534
548,308,3.0,857407365
350,2770,2.0,1003179421
105,1552,3.0,1085581486
80,16,5.0,844860062
177,482,4.0,907380884
466,2018,5.0,944978989
48,1921,4.0,1305604875
23,858,5.0,1148670263
400,318,5.0,840205118
463,1371,3.0,1050439369
224,85,4.0,828213150
564,501,5.0,974713196
463,1965,3.0,1050439251
88,802,1.0,1239755385
57,1394,5.0,907764625
121,593,4.0,833058489
450,4995,4.5,1475737195
425,104,3.0,1112383604
525,380,5.0,1024930101
514,648,3.0,853892832
518,550,2.0,945361865
430,714,4.5,1111579833
150,809,3.0,1114309361
174,1639,4.0,1109621237
564,2148,4.0,974709423
624,2005,3.0,1028110699
487,236,3.0,832836449
559,110,5.0,903143929
194,231,3.0,848098235
303,1954,3.5,1299489818
92,315,2.0,848525932
386,3176,3.0,1047113065
514,1259,4.0,853894384
316,4995,3.0,1460822807
628,1262,3.0,1413103940
21,593,4.0,853846400
311,1948,4.5,1076968528
68,11,3.5,1249808221
654,2687,4.5,1145393773
463,1374,5.0,1049913844
15,214,2.0,1033345241
547,574,2.0,1022680283
537,909,3.0,879502984
648,8012,4.0,1138478336
605,261,4.0,980197670
19,162,5.0,855191226
382,4886,5.0,1371772669
491,299,2.0,940795660
434,1573,5.0,886375000
111,597,3.0,1097430856
348,73,4.0,960838695
294,2099,2.0,1048537566
547,3682,1.0,1021195577
321,350,3.0,939399601
251,260,4.5,1476478005
235,2058,4.5,1111624838
401,674,5.0,977459200
73,482,4.0,1429168457
142,150,3.0,997098002
57,1124,4.0,907764779
431,2000,4.0,1136308735
110,227,4.0,840100758
606,1247,4.0,1380349927
262,1923,2.5,1434331441
152,2959,4.5,1335948082
582,1947,4.0,1122169801
423,3033,3.5,1356120932
110,597,5.0,840100559
328,480,3.5,1148005827
334,2355,3.0,1447031445
104,150,4.0,1446674277
561,648,3.5,1172734825
275,77561,4.0,1386885761
518,590,2.0,945443476
177,319,4.0,907380682
4,141,5.0,949919681
439,1580,2.0,1041114301
30,4728,3.0,1014533110
182,174,3.0,845745373
537,253,2.0,879521390
212,7451,3.0,1218401917
359,58,4.5,1339234594
268,597,2.5,1314894240
412,2028,4.0,993087974
417,1265,4.5,1112586232
388,1370,4.0,946520884
7,1278,3.0,851867436
411,608,4.0,944931267
283,1246,4.5,1114524474
584,595,4.0,1277587234
547,2925,5.0,974810144
34,913,5.0,973747459
219,1573,5.0,974475876
355,1073,3.5,1130105701
77,2275,4.5,1163259483
168,318,5.0,848866631
116,480,2.0,1163454650
382,953,4.0,1371782216
33,88,3.0,1032678367
311,838,3.0,898008288
15,246,5.0,997938656
345,585,3.5,1106864381
17,1252,5.0,1127468638
12,3780,2.0,968045619
358,246,5.0,957481491
593,165,4.0,835462904
396,586,3.0,834998730
67,524,3.0,854714302
472,6440,4.5,1075915657
513,161,5.0,843771870
125,480,5.0,1244537415
118,2668,3.0,951009230
73,319,4.0,1260597912
587,1280,4.5,1111362899
240,950,4.0,1098942278
153,306,5.0,1046740081
509,28,4.0,940012794
387,2176,4.0,974683219
92,95,3.0,848525971
216,2959,5.0,1095792798
232,2046,5.0,955088342
574,3489,4.0,1232817141
90,141,3.0,875518226
480,1407,4.0,1272668749
502,858,4.0,861302276
439,955,4.0,1041113063
487,457,5.0,832836449
311,596,2.0,897490545
213,1892,2.5,1462640427
69,296,3.5,1366831100
268,339,3.5,1314894618
564,3086,4.0,974714291
590,266,4.0,848677616
17,1246,5.0,1127469721
102,1957,4.0,956599039
119,1694,2.0,913050075
665,788,3.0,995233053
160,1968,4.0,974257362
496,590,5.0,834059753
344,981,1.0,850728732
400,593,5.0,840205101
510,58,4.0,946892906
100,780,3.0,854193977
182,609,3.0,845745770
520,1090,5.0,1142024644
333,953,4.0,1441198237
128,1407,4.0,1049682729
232,2453,5.0,955094036
412,3114,4.0,993088001
15,4380,2.0,1033345068
665,2054,3.0,992909626
649,186,2.0,834424903
590,597,3.0,848677547
396,405,2.0,834999136
563,364,3.0,1400968161
473,2959,5.0,1425645497
452,524,2.0,976420267
132,590,3.5,1284656529
119,1852,3.0,913680547
150,104,5.0,1114307365
413,95,4.0,850890557
36,597,3.0,847056819
564,173,4.0,974839620
547,6538,4.5,1062374974
240,1265,4.5,1098943368
534,626,2.0,973376985
239,1968,5.0,991857873
184,280,4.0,833524992
207,431,0.5,1258439904
641,204,3.0,834636796
169,3114,3.5,1234228773
309,1257,5.0,1114567173
532,466,4.0,1076971394
615,8914,3.5,1408779845
220,648,4.0,970504346
468,2395,3.5,1296196485
596,1281,3.0,1138660009
212,2640,3.0,1218404959
67,314,5.0,854714201
510,608,4.0,944348071
662,480,3.0,839022292
66,1573,3.0,974599861
537,1103,4.0,879503215
564,81,3.0,974716258
441,6552,4.0,1079561654
120,1997,3.0,1167420253
57,527,5.0,907762409
294,805,3.5,1082753064
306,924,4.0,940245832
461,1961,3.0,1090907822
434,28,4.0,886374463
168,608,5.0,848866823
344,778,5.0,850724146
166,480,3.5,1064889111
518,2140,3.0,945362514
468,435,2.5,1296197828
278,923,4.0,984560692
3,377,2.5,1298923242
476,593,4.0,971680928
311,955,2.5,1062015461
597,2668,3.0,940707473
78,364,3.5,1274050816
152,85414,4.5,1335947588
459,95,4.0,859210691
550,2028,3.0,943372349
67,707,4.0,854711916
119,2926,4.0,952581856
253,260,4.5,1215831109
214,1213,5.0,978381970
188,150,5.0,841063490
342,2291,4.0,945125347
91,1573,4.0,1448798532
489,924,4.0,944960048
564,3034,4.0,974790436
639,339,3.0,833991762
111,1580,4.0,1097430678
588,339,3.0,842298189
68,380,4.0,1194741556
176,1923,1.0,1341002141
447,141,4.0,832493063
19,504,3.0,855193845
592,150,4.0,995420234
559,637,3.0,883676321
30,3638,4.0,960918218
472,2289,5.0,939071898
484,648,4.0,851345205
